epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,318.294,0.62409,0.78035,0.92305,1,0.99863,0.995,0.83337,0.58447,1.2111,0.9081,0.00146377,0.00146377,0.00146377
27,330.813,0.52473,0.79829,0.90583,0.83186,0.95238,0.93161,0.78872,0.57019,1.20269,0.91572,0.00151763,0.00151763,0.00151763
28,342.656,0.5885,0.77758,0.96323,0.85952,0.95238,0.95848,0.81889,0.60783,1.10251,0.93776,0.00157126,0.00157126,0.00157126
29,354.418,0.53132,0.69779,0.87375,0.85952,0.95238,0.95848,0.81889,0.60783,1.10251,0.93776,0.00162464,0.00162464,0.00162464
30,366.109,0.60899,0.90936,1.00687,0.87193,1,0.90558,0.78454,0.60839,0.98239,0.94624,0.00167779,0.00167779,0.00167779
31,378.198,0.58231,0.69208,0.92033,0.86448,0.95238,0.96,0.86424,0.50114,0.94665,0.93169,0.0017307,0.0017307,0.0017307
32,390.484,0.51574,0.68541,0.87328,0.81949,0.86501,0.92977,0.84211,0.50964,0.96755,0.91922,0.00178338,0.00178338,0.00178338
33,402.227,0.55372,0.69191,0.94781,0.81949,0.86501,0.92977,0.84211,0.50964,0.96755,0.91922,0.00183581,0.00183581,0.00183581
34,414.176,0.51303,0.64993,0.87421,0.89097,0.80952,0.89004,0.78875,0.55779,1.02701,0.90622,0.00186932,0.00186932,0.00186932
35,426.213,0.59248,0.68054,0.94711,0.74257,0.82461,0.8297,0.73398,0.60663,1.10231,0.97382,0.00186536,0.00186536,0.00186536
36,438.097,0.60563,0.70419,0.94154,0.77707,0.83044,0.86224,0.74445,0.58115,1.08815,0.93086,0.0018614,0.0018614,0.0018614
37,449.967,0.49451,0.66466,0.87595,0.77707,0.83044,0.86224,0.74445,0.58115,1.08815,0.93086,0.00185744,0.00185744,0.00185744
38,461.756,0.55314,0.67886,0.87411,0.64374,0.85714,0.7859,0.67287,0.62093,1.20034,0.96969,0.00185348,0.00185348,0.00185348
39,473.924,0.53648,0.65065,0.92513,0.60454,0.7619,0.6629,0.59694,0.56843,1.25209,0.98732,0.00184952,0.00184952,0.00184952
40,485.957,0.50385,0.59809,0.85827,0.4934,0.69605,0.53347,0.44784,0.67787,1.87489,1.02723,0.00184556,0.00184556,0.00184556
41,497.894,0.54338,0.64613,0.8997,0.4934,0.69605,0.53347,0.44784,0.67787,1.87489,1.02723,0.0018416,0.0018416,0.0018416
42,510.419,0.49135,0.57742,0.92567,0.48416,0.66667,0.58439,0.42298,0.75508,2.09457,1.14759,0.00183764,0.00183764,0.00183764
43,522.533,0.48352,0.61863,0.8978,0.58106,0.61905,0.59855,0.43432,0.68739,2.18395,1.17569,0.00183368,0.00183368,0.00183368
44,535.259,0.4944,0.63361,0.92781,0.74899,0.57143,0.66818,0.45094,0.74284,1.66454,1.2065,0.00182972,0.00182972,0.00182972
45,547.588,0.47759,0.62439,0.89106,0.74899,0.57143,0.66818,0.45094,0.74284,1.66454,1.2065,0.00182576,0.00182576,0.00182576
46,559.923,0.58841,0.78318,0.96897,0.94027,0.75021,0.85758,0.58175,0.76467,1.30845,1.19051,0.0018218,0.0018218,0.0018218
47,571.902,0.48481,0.57112,0.87153,0.89356,0.85714,0.87403,0.61468,0.82115,1.17139,1.16713,0.00181784,0.00181784,0.00181784
48,583.756,0.5117,0.60723,0.8982,0.82007,0.90476,0.85977,0.63501,0.62485,0.97626,0.97102,0.00181388,0.00181388,0.00181388
49,595.913,0.47321,0.59761,0.89908,0.82007,0.90476,0.85977,0.63501,0.62485,0.97626,0.97102,0.00180992,0.00180992,0.00180992
50,608.265,0.57171,0.61845,0.97077,0.77218,0.90476,0.90692,0.71216,0.59435,0.90247,0.96886,0.00180596,0.00180596,0.00180596
51,620.369,0.45269,0.55751,0.85558,1,0.9434,0.98731,0.82671,0.56701,0.7816,0.94593,0.001802,0.001802,0.001802
52,632.598,0.51832,0.57751,0.88409,0.99591,0.95238,0.9584,0.81418,0.57133,0.75073,0.95847,0.00179804,0.00179804,0.00179804
53,645.028,0.49913,0.56208,0.91831,0.99591,0.95238,0.9584,0.81418,0.57133,0.75073,0.95847,0.00179408,0.00179408,0.00179408
54,657.17,0.50969,0.62769,0.9185,0.99583,0.95238,0.95568,0.8336,0.55309,0.68802,0.94524,0.00179012,0.00179012,0.00179012
55,669.291,0.5222,0.58549,0.94329,0.99518,0.95238,0.96237,0.84909,0.53576,0.67053,0.93013,0.00178616,0.00178616,0.00178616
56,681.404,0.54261,0.55838,0.91504,0.99596,0.95238,0.97833,0.87415,0.51795,0.63076,0.91577,0.0017822,0.0017822,0.0017822
57,693.859,0.49172,0.55354,0.91082,0.99596,0.95238,0.97833,0.87415,0.51795,0.63076,0.91577,0.00177824,0.00177824,0.00177824
58,705.947,0.51752,0.63969,0.93,0.99631,0.95238,0.99318,0.89186,0.49153,0.61803,0.89395,0.00177428,0.00177428,0.00177428
59,718.048,0.51729,0.52668,0.90413,0.95448,0.99859,0.99318,0.9027,0.49001,0.63054,0.88782,0.00177032,0.00177032,0.00177032
60,730.719,0.45645,0.55993,0.9132,0.9496,1,0.97591,0.87355,0.47002,0.64384,0.88076,0.00176636,0.00176636,0.00176636
61,743.081,0.47001,0.49582,0.88784,0.9496,1,0.97591,0.87355,0.47002,0.64384,0.88076,0.0017624,0.0017624,0.0017624
62,755.803,0.55506,0.55035,1.0349,0.94203,1,0.98864,0.87926,0.51366,0.66761,0.90303,0.00175844,0.00175844,0.00175844
63,767.888,0.48475,0.54484,0.91888,0.90581,1,0.97809,0.87006,0.53084,0.66577,0.95307,0.00175448,0.00175448,0.00175448
64,780.532,0.51573,0.55363,0.90395,0.99084,1,0.995,0.88222,0.4882,0.5883,0.8809,0.00175052,0.00175052,0.00175052
65,792.903,0.41627,0.47043,0.86858,0.99084,1,0.995,0.88222,0.4882,0.5883,0.8809,0.00174656,0.00174656,0.00174656
66,807.732,0.51001,0.49852,0.91577,0.94573,1,0.99318,0.90739,0.46866,0.55963,0.8618,0.0017426,0.0017426,0.0017426
67,820.819,0.50307,0.50731,0.87957,0.94255,1,0.99091,0.89969,0.47089,0.58267,0.85998,0.00173864,0.00173864,0.00173864
68,833.222,0.46793,0.50058,0.9101,0.93443,1,0.99091,0.88678,0.45972,0.61595,0.86101,0.00173468,0.00173468,0.00173468
69,845.488,0.43932,0.49171,0.87341,0.93443,1,0.99091,0.88678,0.45972,0.61595,0.86101,0.00173072,0.00173072,0.00173072
70,857.701,0.50516,0.52982,0.92683,0.98542,0.95238,0.99318,0.8767,0.5046,0.61119,0.89638,0.00172676,0.00172676,0.00172676
71,870.787,0.42892,0.47733,0.88369,0.95348,0.97647,0.99318,0.90533,0.49736,0.61189,0.87904,0.0017228,0.0017228,0.0017228
72,882.923,0.45566,0.53409,0.90198,0.99309,1,0.995,0.90022,0.46608,0.56945,0.87346,0.00171884,0.00171884,0.00171884
73,896.106,0.51994,0.5492,0.98371,0.99309,1,0.995,0.90022,0.46608,0.56945,0.87346,0.00171488,0.00171488,0.00171488
74,908.741,0.45321,0.48779,0.84867,0.9932,1,0.995,0.91064,0.48184,0.53815,0.89135,0.00171092,0.00171092,0.00171092
75,921.122,0.46938,0.45867,0.88394,0.99552,1,0.995,0.91478,0.48726,0.52629,0.89295,0.00170696,0.00170696,0.00170696
76,934.037,0.43813,0.46447,0.86599,0.99667,1,0.995,0.89637,0.4981,0.51029,0.87192,0.001703,0.001703,0.001703
77,946.258,0.48971,0.55729,0.87535,0.99667,1,0.995,0.89637,0.4981,0.51029,0.87192,0.00169904,0.00169904,0.00169904
78,958.868,0.46803,0.46974,0.87793,0.99735,1,0.995,0.89781,0.46835,0.4664,0.85766,0.00169508,0.00169508,0.00169508
79,970.894,0.68338,1.12299,1.12924,0.99754,1,0.995,0.90316,0.44301,0.46849,0.86439,0.00169112,0.00169112,0.00169112
80,983.465,0.47785,0.48675,0.86023,0.99768,1,0.995,0.90284,0.44222,0.49422,0.86576,0.00168716,0.00168716,0.00168716
81,995.627,0.47516,0.556,0.86796,0.99768,1,0.995,0.90284,0.44222,0.49422,0.86576,0.0016832,0.0016832,0.0016832
82,1008.2,0.46757,0.4748,0.85432,0.99787,1,0.995,0.91237,0.42835,0.48936,0.85764,0.00167924,0.00167924,0.00167924
83,1020.7,0.46855,0.46852,0.90363,0.99816,1,0.995,0.91093,0.41579,0.46728,0.85602,0.00167528,0.00167528,0.00167528
84,1033.54,0.46719,0.48441,0.86065,0.99844,1,0.995,0.88669,0.46054,0.49038,0.86877,0.00167132,0.00167132,0.00167132
85,1046.61,0.45934,0.50962,0.88993,0.99844,1,0.995,0.88669,0.46054,0.49038,0.86877,0.00166736,0.00166736,0.00166736
86,1058.99,0.48067,0.49399,0.89962,0.99006,0.90476,0.97318,0.85193,0.51172,0.56802,0.89454,0.0016634,0.0016634,0.0016634
87,1072.06,0.46018,0.48579,0.89033,0.94556,0.90476,0.96519,0.86316,0.45941,0.55009,0.90716,0.00165944,0.00165944,0.00165944
88,1084.86,0.4787,0.47959,0.90288,0.94366,0.95238,0.95294,0.87038,0.48956,0.52468,0.96363,0.00165548,0.00165548,0.00165548
89,1097.02,0.44573,0.46002,0.88571,0.94366,0.95238,0.95294,0.87038,0.48956,0.52468,0.96363,0.00165152,0.00165152,0.00165152
90,1109.92,0.43873,0.44247,0.89073,0.94359,0.95238,0.97262,0.88178,0.44709,0.52433,0.87493,0.00164756,0.00164756,0.00164756
91,1124.16,0.4445,0.49688,0.88182,0.94738,0.95238,0.96774,0.86857,0.49852,0.53194,0.88627,0.0016436,0.0016436,0.0016436
92,1137.02,0.45094,0.48571,0.90999,0.99189,0.95238,0.97326,0.85298,0.51238,0.50373,0.89889,0.00163964,0.00163964,0.00163964
93,1149.25,0.43795,0.45155,0.90745,0.99189,0.95238,0.97326,0.85298,0.51238,0.50373,0.89889,0.00163568,0.00163568,0.00163568
94,1161.73,0.42492,0.40705,0.85628,1,0.94228,0.98125,0.86026,0.49301,0.47252,0.89133,0.00163172,0.00163172,0.00163172
95,1174.21,0.44394,0.44134,0.90241,1,0.9493,0.97654,0.88515,0.49138,0.45231,0.8852,0.00162776,0.00162776,0.00162776
96,1186.49,0.39201,0.41015,0.86267,0.99916,0.95238,0.979,0.86189,0.52837,0.4351,0.89367,0.0016238,0.0016238,0.0016238
97,1198.91,0.45959,0.4567,0.88041,0.99916,0.95238,0.979,0.86189,0.52837,0.4351,0.89367,0.00161984,0.00161984,0.00161984
98,1211.36,0.45152,0.49804,0.92428,0.90576,0.95238,0.94933,0.8457,0.50402,0.50151,0.88652,0.00161588,0.00161588,0.00161588
99,1223.51,0.42695,0.44876,0.87674,0.99971,0.95238,0.95555,0.86014,0.46217,0.47469,0.87635,0.00161192,0.00161192,0.00161192
100,1236.27,0.45195,0.49813,0.88912,1,0.94663,0.97409,0.89942,0.44941,0.44948,0.87948,0.00160796,0.00160796,0.00160796
101,1248.25,0.45196,0.40491,0.86559,1,0.94663,0.97409,0.89942,0.44941,0.44948,0.87948,0.001604,0.001604,0.001604
102,1260.87,0.40589,0.39565,0.86784,0.99608,0.95238,0.98731,0.8985,0.44722,0.41878,0.86633,0.00160004,0.00160004,0.00160004
103,1273.74,0.5199,0.54068,0.99886,0.99081,0.95238,0.985,0.8966,0.47606,0.44178,0.87108,0.00159608,0.00159608,0.00159608
104,1287.61,0.47146,0.4418,0.97705,0.98783,0.95238,0.9886,0.89492,0.45158,0.49208,0.85599,0.00159212,0.00159212,0.00159212
105,1301.78,0.42407,0.40856,0.86309,0.98783,0.95238,0.9886,0.89492,0.45158,0.49208,0.85599,0.00158816,0.00158816,0.00158816
106,1314.39,0.44905,0.40003,0.90808,1,0.99073,0.995,0.90028,0.4503,0.41712,0.85471,0.0015842,0.0015842,0.0015842
107,1327.47,0.39297,0.37991,0.86259,0.99068,1,0.995,0.92295,0.41617,0.39922,0.85039,0.00158024,0.00158024,0.00158024
108,1340.26,0.44706,0.46382,0.87989,0.99499,1,0.995,0.89177,0.41288,0.39465,0.85064,0.00157628,0.00157628,0.00157628
109,1352.73,0.45244,0.59396,0.91927,0.99499,1,0.995,0.89177,0.41288,0.39465,0.85064,0.00157232,0.00157232,0.00157232
110,1365.28,0.37684,0.37018,0.86652,0.99678,1,0.995,0.90609,0.43365,0.39539,0.85721,0.00156836,0.00156836,0.00156836
111,1378.78,0.45881,0.46638,0.93958,0.99564,1,0.995,0.92112,0.43585,0.3804,0.85946,0.0015644,0.0015644,0.0015644
112,1392.33,0.38553,0.39078,0.86489,0.99658,1,0.995,0.93281,0.40862,0.36021,0.8557,0.00156044,0.00156044,0.00156044
113,1405.34,0.39443,0.38725,0.8771,0.99658,1,0.995,0.93281,0.40862,0.36021,0.8557,0.00155648,0.00155648,0.00155648
114,1418.72,0.40287,0.39098,0.89875,0.99581,1,0.995,0.9247,0.39172,0.356,0.85238,0.00155252,0.00155252,0.00155252
115,1431.98,0.41877,0.43518,0.86131,0.99716,1,0.995,0.93038,0.38334,0.35883,0.84864,0.00154856,0.00154856,0.00154856
116,1445.18,0.40571,0.37229,0.85174,1,0.99859,0.995,0.93163,0.37131,0.36585,0.85449,0.0015446,0.0015446,0.0015446
117,1457.91,0.36531,0.36993,0.84485,1,0.99859,0.995,0.93163,0.37131,0.36585,0.85449,0.00154064,0.00154064,0.00154064
118,1470.59,0.40275,0.38617,0.87174,0.99298,0.95238,0.99152,0.93951,0.36852,0.40005,0.85557,0.00153668,0.00153668,0.00153668
119,1483.1,0.43362,0.44777,0.86567,0.99214,0.95238,0.99152,0.9186,0.40317,0.40648,0.85565,0.00153272,0.00153272,0.00153272
120,1495.9,0.40005,0.394,0.82553,1,0.99789,0.995,0.9204,0.39506,0.41039,0.84961,0.00152876,0.00152876,0.00152876
121,1508.32,0.37488,0.365,0.86944,1,0.99789,0.995,0.9204,0.39506,0.41039,0.84961,0.0015248,0.0015248,0.0015248
122,1520.97,0.38174,0.35861,0.82749,0.99804,1,0.995,0.92451,0.39958,0.39637,0.85874,0.00152084,0.00152084,0.00152084
123,1533.97,0.44068,0.40994,0.9148,0.99703,1,0.995,0.92513,0.41482,0.38434,0.8765,0.00151688,0.00151688,0.00151688
124,1546.85,0.4286,0.36406,0.85601,0.99527,1,0.995,0.91058,0.45198,0.41747,0.8866,0.00151292,0.00151292,0.00151292
125,1559.36,0.39867,0.39923,0.87614,0.99527,1,0.995,0.91058,0.45198,0.41747,0.8866,0.00150896,0.00150896,0.00150896
126,1571.98,0.38674,0.37824,0.85443,0.99521,1,0.995,0.89797,0.45479,0.43105,0.88336,0.001505,0.001505,0.001505
127,1584.53,0.34766,0.42932,0.87508,0.99711,1,0.995,0.91243,0.42535,0.37882,0.86411,0.00150104,0.00150104,0.00150104
128,1597.54,0.35706,0.37512,0.84639,0.99213,1,0.995,0.92873,0.4333,0.38669,0.86086,0.00149708,0.00149708,0.00149708
129,1610.89,0.44216,0.41159,0.90145,0.99213,1,0.995,0.92873,0.4333,0.38669,0.86086,0.00149312,0.00149312,0.00149312
130,1623.85,0.37723,0.36602,0.85446,0.99343,1,0.995,0.92385,0.40489,0.41509,0.84784,0.00148916,0.00148916,0.00148916
131,1636.68,0.39513,0.37701,0.87591,0.99172,1,0.995,0.91213,0.42511,0.42632,0.85278,0.0014852,0.0014852,0.0014852
132,1649.55,0.43215,0.40563,0.90691,0.99276,1,0.995,0.91349,0.42414,0.41861,0.85369,0.00148124,0.00148124,0.00148124
133,1662.32,0.37085,0.39619,0.87069,0.99276,1,0.995,0.91349,0.42414,0.41861,0.85369,0.00147728,0.00147728,0.00147728
134,1674.71,0.42668,0.39857,0.84152,0.99673,1,0.995,0.92662,0.415,0.41548,0.84966,0.00147332,0.00147332,0.00147332
135,1687.69,0.42692,0.38602,0.893,0.99704,1,0.995,0.91776,0.42044,0.40946,0.84849,0.00146936,0.00146936,0.00146936
136,1700.65,0.38859,0.36551,0.88941,0.99739,1,0.995,0.94745,0.39046,0.37483,0.84014,0.0014654,0.0014654,0.0014654
137,1713.17,0.36631,0.35588,0.83945,0.99739,1,0.995,0.94745,0.39046,0.37483,0.84014,0.00146144,0.00146144,0.00146144
138,1725.65,0.40004,0.3796,0.90419,0.99794,1,0.995,0.94202,0.38278,0.35738,0.83865,0.00145748,0.00145748,0.00145748
139,1738.59,0.36859,0.3458,0.84068,0.99926,1,0.995,0.9296,0.39244,0.34149,0.83603,0.00145352,0.00145352,0.00145352
140,1751.48,0.41136,0.41175,0.86298,1,0.99868,0.995,0.90901,0.40438,0.34521,0.839,0.00144956,0.00144956,0.00144956
141,1764.11,0.39893,0.37467,0.87543,1,0.99868,0.995,0.90901,0.40438,0.34521,0.839,0.0014456,0.0014456,0.0014456
142,1776.75,0.43432,0.41431,0.87668,1,0.99608,0.995,0.90308,0.40819,0.35452,0.84515,0.00144164,0.00144164,0.00144164
143,1789.72,0.39182,0.34101,0.89014,0.99698,1,0.995,0.9023,0.4062,0.35387,0.84275,0.00143768,0.00143768,0.00143768
144,1803.24,0.35848,0.35087,0.8668,0.9969,1,0.995,0.93125,0.37927,0.33764,0.84235,0.00143372,0.00143372,0.00143372
145,1815.89,0.36682,0.36075,0.87112,0.9969,1,0.995,0.93125,0.37927,0.33764,0.84235,0.00142976,0.00142976,0.00142976
146,1828.61,0.4072,0.33774,0.86462,0.99712,1,0.995,0.94343,0.38491,0.34675,0.84972,0.0014258,0.0014258,0.0014258
147,1841.08,0.41444,0.4071,0.90076,0.99701,1,0.995,0.93542,0.41654,0.35647,0.85222,0.00142184,0.00142184,0.00142184
148,1853.42,0.41774,0.3743,0.88094,0.99712,1,0.995,0.94782,0.40418,0.34206,0.83896,0.00141788,0.00141788,0.00141788
149,1865.74,0.46035,0.38124,0.92238,0.99712,1,0.995,0.94782,0.40418,0.34206,0.83896,0.00141392,0.00141392,0.00141392
150,1878.29,0.40101,0.3593,0.8585,0.99708,1,0.995,0.94067,0.39739,0.33204,0.83627,0.00140996,0.00140996,0.00140996
151,1890.55,0.46767,0.4503,0.96088,0.99616,1,0.995,0.93844,0.39469,0.32824,0.84638,0.001406,0.001406,0.001406
152,1903.24,0.39433,0.39939,0.92796,0.99669,1,0.995,0.90393,0.38872,0.34167,0.85204,0.00140204,0.00140204,0.00140204
153,1915.81,0.43599,0.35926,0.88493,0.99669,1,0.995,0.90393,0.38872,0.34167,0.85204,0.00139808,0.00139808,0.00139808
154,1928.32,0.40329,0.34698,0.8848,0.99722,1,0.995,0.9077,0.39391,0.33624,0.85304,0.00139412,0.00139412,0.00139412
155,1940.73,0.40731,0.45031,0.93632,0.99687,1,0.995,0.9076,0.39526,0.33683,0.8526,0.00139016,0.00139016,0.00139016
156,1953.48,0.37908,0.35902,0.86427,0.99676,1,0.995,0.91965,0.37678,0.3272,0.84728,0.0013862,0.0013862,0.0013862
157,1965.95,0.39923,0.38426,0.89447,0.99676,1,0.995,0.91965,0.37678,0.3272,0.84728,0.00138224,0.00138224,0.00138224
158,1978.72,0.34527,0.34245,0.90637,0.99656,1,0.995,0.92117,0.40822,0.3169,0.85328,0.00137828,0.00137828,0.00137828
159,1990.97,0.37992,0.34324,0.85861,0.99667,1,0.995,0.94789,0.41667,0.33171,0.85211,0.00137432,0.00137432,0.00137432
160,2004.11,0.41717,0.37912,0.89956,0.99704,1,0.995,0.94826,0.39151,0.33572,0.844,0.00137036,0.00137036,0.00137036
161,2016.83,0.44141,0.3792,0.92806,0.99704,1,0.995,0.94826,0.39151,0.33572,0.844,0.0013664,0.0013664,0.0013664
162,2029.65,0.44666,0.41377,0.88187,0.99716,1,0.995,0.94071,0.40409,0.33714,0.8455,0.00136244,0.00136244,0.00136244
163,2043.08,0.40173,0.37796,0.87619,0.99734,1,0.995,0.92212,0.39216,0.32541,0.84585,0.00135848,0.00135848,0.00135848
164,2055.58,0.35106,0.34165,0.8732,0.99736,1,0.995,0.91457,0.40083,0.32093,0.85518,0.00135452,0.00135452,0.00135452
165,2067.91,0.40823,0.35707,0.88043,0.99736,1,0.995,0.91457,0.40083,0.32093,0.85518,0.00135056,0.00135056,0.00135056
166,2080.01,0.3929,0.33305,0.87428,0.99733,1,0.995,0.93164,0.37196,0.30989,0.84514,0.0013466,0.0013466,0.0013466
167,2092.39,0.4037,0.35937,0.88768,0.99741,1,0.995,0.93373,0.34185,0.31259,0.83371,0.00134264,0.00134264,0.00134264
168,2104.72,0.38759,0.33752,0.85418,0.99737,1,0.995,0.91973,0.34255,0.31685,0.82966,0.00133868,0.00133868,0.00133868
169,2116.91,0.37334,0.35209,0.85641,0.99737,1,0.995,0.91973,0.34255,0.31685,0.82966,0.00133472,0.00133472,0.00133472
170,2129.16,0.36966,0.34501,0.85284,0.99719,1,0.995,0.92794,0.38663,0.31609,0.84049,0.00133076,0.00133076,0.00133076
171,2141.5,0.4212,0.36114,0.87587,0.99659,1,0.995,0.92742,0.40049,0.32891,0.85444,0.0013268,0.0013268,0.0013268
172,2154.29,0.39553,0.37651,0.86838,0.9973,1,0.995,0.93809,0.36472,0.31471,0.84819,0.00132284,0.00132284,0.00132284
173,2166.86,0.41052,0.34387,0.88303,0.9973,1,0.995,0.93809,0.36472,0.31471,0.84819,0.00131888,0.00131888,0.00131888
174,2179.27,0.39162,0.34477,0.86182,0.99708,1,0.995,0.93592,0.34868,0.30107,0.8395,0.00131492,0.00131492,0.00131492
175,2191.75,0.40398,0.35288,0.8406,0.9972,1,0.995,0.94886,0.35497,0.29386,0.83354,0.00131096,0.00131096,0.00131096
176,2204.16,0.36749,0.3329,0.82399,0.99721,1,0.995,0.95231,0.36025,0.29236,0.83205,0.001307,0.001307,0.001307
177,2216.46,0.38834,0.31908,0.85524,0.99721,1,0.995,0.95231,0.36025,0.29236,0.83205,0.00130304,0.00130304,0.00130304
178,2228.88,0.36684,0.34124,0.84109,0.99728,1,0.995,0.9314,0.40217,0.30811,0.83619,0.00129908,0.00129908,0.00129908
179,2241.26,0.34608,0.31747,0.85941,0.99702,1,0.995,0.91231,0.44222,0.30502,0.84313,0.00129512,0.00129512,0.00129512
180,2254.76,0.38125,0.33598,0.83436,0.99713,1,0.995,0.90093,0.4427,0.29304,0.84624,0.00129116,0.00129116,0.00129116
181,2267.36,0.34042,0.32658,0.87093,0.99713,1,0.995,0.90093,0.4427,0.29304,0.84624,0.0012872,0.0012872,0.0012872
182,2279.66,0.36161,0.33833,0.86718,0.9972,1,0.995,0.91523,0.3596,0.29383,0.8267,0.00128324,0.00128324,0.00128324
183,2292.51,0.37297,0.33901,0.87457,0.99599,1,0.995,0.93536,0.35381,0.319,0.82691,0.00127928,0.00127928,0.00127928
184,2305.03,0.35251,0.30956,0.85289,0.99425,1,0.995,0.93038,0.3654,0.32176,0.8314,0.00127532,0.00127532,0.00127532
185,2317.45,0.33299,0.39281,0.90104,0.99425,1,0.995,0.93038,0.3654,0.32176,0.8314,0.00127136,0.00127136,0.00127136
186,2329.55,0.37415,0.35859,0.87264,0.9949,1,0.995,0.9334,0.35693,0.29753,0.82834,0.0012674,0.0012674,0.0012674
187,2341.86,0.33857,0.31964,0.87192,0.9958,1,0.995,0.95486,0.35454,0.28999,0.82772,0.00126344,0.00126344,0.00126344
188,2354.33,0.36517,0.47472,0.9101,0.99557,1,0.995,0.95907,0.35689,0.28353,0.83033,0.00125948,0.00125948,0.00125948
189,2366.67,0.35565,0.32892,0.85377,0.99557,1,0.995,0.95907,0.35689,0.28353,0.83033,0.00125552,0.00125552,0.00125552
190,2379.06,0.34485,0.31992,0.8403,0.99613,1,0.995,0.9227,0.34627,0.3002,0.82636,0.00125156,0.00125156,0.00125156
191,2391.49,0.31447,0.31332,0.84372,0.99648,1,0.995,0.95604,0.333,0.28685,0.81979,0.0012476,0.0012476,0.0012476
