epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
373,8201.71,0.30353,0.25548,0.83715,0.97797,1,0.995,0.97361,0.29994,0.24209,0.78558,0.00126344,0.00126344,0.00126344
374,8221.41,0.29758,0.25405,0.82404,0.97934,1,0.995,0.97353,0.28447,0.25554,0.78284,0.00126146,0.00126146,0.00126146
375,8241.59,0.29587,0.25421,0.82753,0.97697,1,0.995,0.97304,0.27711,0.24476,0.78464,0.00125948,0.00125948,0.00125948
376,8261.47,0.29121,0.25645,0.84365,0.9692,1,0.995,0.97027,0.28823,0.26138,0.78778,0.0012575,0.0012575,0.0012575
377,8281.02,0.30993,0.25293,0.83095,0.96579,1,0.99446,0.96319,0.30369,0.26128,0.79241,0.00125552,0.00125552,0.00125552
378,8300.94,0.28865,0.25251,0.84233,0.96254,1,0.99203,0.96079,0.31433,0.26322,0.7938,0.00125354,0.00125354,0.00125354
379,8320.7,0.31606,0.25161,0.82975,0.96249,1,0.98905,0.95581,0.30811,0.27278,0.7932,0.00125156,0.00125156,0.00125156
380,8340.27,0.29636,0.25043,0.85275,0.96386,1,0.98689,0.96465,0.3101,0.26666,0.79216,0.00124958,0.00124958,0.00124958
381,8361.11,0.3046,0.25271,0.84483,0.96496,1,0.98689,0.96505,0.32135,0.2608,0.79267,0.0012476,0.0012476,0.0012476
382,8380.86,0.31937,0.25602,0.85124,0.96567,1,0.9877,0.95602,0.33082,0.26767,0.79375,0.00124562,0.00124562,0.00124562
383,8401.01,0.30316,0.25947,0.84493,0.96644,1,0.98986,0.9544,0.3191,0.26203,0.79267,0.00124364,0.00124364,0.00124364
384,8422.26,0.26966,0.23377,0.83789,0.96651,1,0.99284,0.96295,0.30282,0.25145,0.79215,0.00124166,0.00124166,0.00124166
385,8441.99,0.29792,0.24279,0.84453,0.96548,1,0.99365,0.96624,0.29857,0.25108,0.79278,0.00123968,0.00123968,0.00123968
386,8461.33,0.29898,0.25731,0.84626,0.9633,1,0.99365,0.95812,0.30594,0.24838,0.79517,0.0012377,0.0012377,0.0012377
387,8480.59,0.27553,0.23765,0.82915,0.95741,1,0.99365,0.95305,0.31795,0.26433,0.7963,0.00123572,0.00123572,0.00123572
388,8500.1,0.30518,0.24016,0.84077,0.94721,1,0.99284,0.9544,0.31862,0.26952,0.79545,0.00123374,0.00123374,0.00123374
389,8520.02,0.29475,0.24355,0.82902,0.94649,1,0.99149,0.95381,0.32034,0.26821,0.7956,0.00123176,0.00123176,0.00123176
390,8539.35,0.28496,0.23476,0.82499,0.94607,1,0.99284,0.9543,0.31847,0.26423,0.79501,0.00122978,0.00122978,0.00122978
391,8557.97,0.26798,0.23933,0.84452,0.94582,1,0.99284,0.94939,0.33207,0.26492,0.79841,0.0012278,0.0012278,0.0012278
392,8577.21,0.28953,0.23877,0.8395,0.94626,1,0.99365,0.95016,0.33511,0.26422,0.80146,0.00122582,0.00122582,0.00122582
393,8597.36,0.28575,0.25408,0.83004,0.94866,1,0.99446,0.96489,0.32274,0.24866,0.79903,0.00122384,0.00122384,0.00122384
394,8617.19,0.32052,0.26855,0.85548,0.96188,1,0.995,0.9663,0.31241,0.23668,0.7925,0.00122186,0.00122186,0.00122186
395,8636.44,0.31875,0.25859,0.82466,0.98347,1,0.995,0.96309,0.30455,0.23948,0.78866,0.00121988,0.00121988,0.00121988
396,8656.3,0.27746,0.23642,0.83959,0.98785,1,0.995,0.96178,0.30093,0.24351,0.78811,0.0012179,0.0012179,0.0012179
397,8675.83,0.3053,0.27108,0.82757,0.97011,1,0.995,0.9669,0.30578,0.24795,0.79314,0.00121592,0.00121592,0.00121592
398,8695.47,0.29234,0.24201,0.83989,0.9445,1,0.99395,0.95807,0.31788,0.25987,0.7973,0.00121394,0.00121394,0.00121394
399,8715.22,0.30259,0.26021,0.82529,0.95911,0.97222,0.99395,0.95864,0.32981,0.26887,0.80094,0.00121196,0.00121196,0.00121196
400,8734.97,0.30174,0.25098,0.85058,0.94723,1,0.995,0.96562,0.33078,0.26809,0.80156,0.00120998,0.00120998,0.00120998
401,8754.71,0.31913,0.25344,0.83965,0.95152,1,0.99446,0.95965,0.34123,0.27377,0.80725,0.001208,0.001208,0.001208
402,8774.81,0.29694,0.26371,0.83117,0.95466,1,0.99446,0.96157,0.35334,0.27916,0.81158,0.00120602,0.00120602,0.00120602
403,8794.72,0.27551,0.23151,0.84291,0.94487,1,0.99145,0.95693,0.33754,0.28344,0.80844,0.00120404,0.00120404,0.00120404
404,8814.74,0.25091,0.22755,0.83455,0.945,1,0.99089,0.96296,0.32953,0.2682,0.80483,0.00120206,0.00120206,0.00120206
405,8834.53,0.31514,0.25313,0.8267,0.94268,1,0.98923,0.96082,0.31788,0.27551,0.79998,0.00120008,0.00120008,0.00120008
406,8854.82,0.2824,0.23731,0.82628,0.92269,1,0.98905,0.95738,0.31668,0.2664,0.8043,0.0011981,0.0011981,0.0011981
407,8874.66,0.28475,0.23816,0.82137,0.92273,1,0.98824,0.95493,0.32543,0.27005,0.80751,0.00119612,0.00119612,0.00119612
408,8894.22,0.29771,0.23766,0.83666,0.94065,1,0.99149,0.954,0.31933,0.26036,0.80556,0.00119414,0.00119414,0.00119414
409,8914.5,0.29123,0.25119,0.82384,0.94653,1,0.99203,0.96534,0.31876,0.25495,0.80263,0.00119216,0.00119216,0.00119216
410,8935.4,0.2888,0.23815,0.83072,0.95617,1,0.99284,0.95929,0.32863,0.26039,0.80312,0.00119018,0.00119018,0.00119018
411,8954.54,0.30617,0.23552,0.83016,0.97291,0.99784,0.99446,0.95492,0.33677,0.25979,0.80351,0.0011882,0.0011882,0.0011882
412,8973.75,0.31145,0.25187,0.82847,0.97273,0.99083,0.99446,0.94734,0.34745,0.26373,0.8055,0.00118622,0.00118622,0.00118622
413,8992.68,0.31123,0.24332,0.83915,0.97242,0.97939,0.99446,0.95321,0.34715,0.26804,0.80558,0.00118424,0.00118424,0.00118424
414,9011.84,0.30456,0.24743,0.86007,0.9743,0.97222,0.99446,0.95661,0.32289,0.27009,0.80252,0.00118226,0.00118226,0.00118226
415,9030.9,0.30091,0.25674,0.84508,0.97238,0.97799,0.99446,0.95908,0.31398,0.25795,0.8016,0.00118028,0.00118028,0.00118028
416,9050.09,0.29159,0.24168,0.83903,0.97264,0.98758,0.99446,0.96507,0.30412,0.25307,0.7994,0.0011783,0.0011783,0.0011783
417,9068.64,0.3018,0.24831,0.83166,0.97282,0.99427,0.99446,0.97061,0.29066,0.25344,0.79422,0.00117632,0.00117632,0.00117632
418,9087.83,0.30038,0.23659,0.83494,0.96531,1,0.99365,0.96824,0.2879,0.2501,0.79191,0.00117434,0.00117434,0.00117434
419,9107.25,0.28949,0.24522,0.83684,0.95833,1,0.99365,0.96402,0.30214,0.25146,0.79524,0.00117236,0.00117236,0.00117236
420,9127.2,0.28576,0.24462,0.81898,0.96583,1,0.99446,0.95929,0.31496,0.25236,0.79847,0.00117038,0.00117038,0.00117038
421,9146.57,0.2944,0.24783,0.83389,0.96244,1,0.99446,0.9599,0.30191,0.25069,0.79882,0.0011684,0.0011684,0.0011684
422,9166.66,0.29636,0.2499,0.84893,0.94715,1,0.99446,0.95584,0.29774,0.2463,0.80023,0.00116642,0.00116642,0.00116642
423,9187.01,0.2882,0.23943,0.83843,0.96448,1,0.99446,0.95885,0.29788,0.24659,0.79862,0.00116444,0.00116444,0.00116444
424,9212.94,0.27067,0.22643,0.8307,0.96491,1,0.995,0.96085,0.3034,0.24653,0.79765,0.00116246,0.00116246,0.00116246
425,9232.77,0.30007,0.25252,0.84443,0.95447,1,0.995,0.95068,0.31739,0.25237,0.80073,0.00116048,0.00116048,0.00116048
426,9252.42,0.29859,0.23286,0.83871,0.96025,1,0.995,0.95954,0.31132,0.25627,0.8017,0.0011585,0.0011585,0.0011585
427,9272.6,0.28112,0.22903,0.81875,0.96582,1,0.995,0.95717,0.31347,0.26253,0.80277,0.00115652,0.00115652,0.00115652
428,9293.03,0.30003,0.25283,0.84255,0.96675,1,0.995,0.95273,0.31752,0.26691,0.80221,0.00115454,0.00115454,0.00115454
429,9312.78,0.28789,0.24688,0.83946,0.96741,1,0.995,0.9538,0.32694,0.27776,0.80066,0.00115256,0.00115256,0.00115256
430,9332.83,0.28844,0.24116,0.83967,0.96652,1,0.995,0.95122,0.33525,0.28247,0.79881,0.00115058,0.00115058,0.00115058
431,9352.7,0.2906,0.24555,0.82255,0.96619,1,0.99446,0.95449,0.32974,0.27849,0.79631,0.0011486,0.0011486,0.0011486
432,9372.44,0.279,0.23662,0.81379,0.96792,1,0.99446,0.95955,0.31711,0.26584,0.79396,0.00114662,0.00114662,0.00114662
433,9392.66,0.27044,0.23434,0.81991,0.96039,1,0.99446,0.95008,0.31459,0.25767,0.7981,0.00114464,0.00114464,0.00114464
434,9411.54,0.289,0.24527,0.85245,0.94656,1,0.99365,0.94732,0.31829,0.24937,0.79906,0.00114266,0.00114266,0.00114266
435,9431.69,0.27241,0.23682,0.84087,0.94596,1,0.99284,0.94376,0.33111,0.25678,0.80102,0.00114068,0.00114068,0.00114068
436,9451.83,0.29222,0.23751,0.83817,0.9456,1,0.99065,0.94221,0.32989,0.26811,0.79819,0.0011387,0.0011387,0.0011387
437,9471.14,0.30156,0.23831,0.83575,0.94574,1,0.98679,0.94662,0.31254,0.25311,0.7935,0.00113672,0.00113672,0.00113672
438,9490.79,0.29105,0.23549,0.83247,0.94574,1,0.98013,0.95307,0.30851,0.24956,0.79241,0.00113474,0.00113474,0.00113474
439,9510.16,0.27006,0.22935,0.81906,0.94559,1,0.98013,0.94414,0.31378,0.25822,0.79278,0.00113276,0.00113276,0.00113276
440,9528.74,0.28778,0.25682,0.8357,0.94535,1,0.98608,0.94883,0.31992,0.26724,0.7932,0.00113078,0.00113078,0.00113078
441,9547.97,0.29032,0.23906,0.83111,0.94534,1,0.99237,0.95905,0.30786,0.26215,0.79143,0.0011288,0.0011288,0.0011288
442,9567.15,0.2632,0.22427,0.82199,0.9468,1,0.995,0.95867,0.29703,0.24481,0.79115,0.00112682,0.00112682,0.00112682
443,9586.52,0.263,0.22095,0.83282,0.97343,1,0.995,0.95873,0.30312,0.23432,0.79353,0.00112484,0.00112484,0.00112484
444,9605.77,0.29164,0.23777,0.84091,0.9865,1,0.995,0.96287,0.30909,0.24753,0.79633,0.00112286,0.00112286,0.00112286
445,9624.91,0.26577,0.22465,0.83394,0.98761,1,0.995,0.95896,0.31124,0.24294,0.79583,0.00112088,0.00112088,0.00112088
446,9644.42,0.27749,0.23006,0.834,0.98505,1,0.995,0.95866,0.31718,0.24346,0.79364,0.0011189,0.0011189,0.0011189
447,9663.57,0.29598,0.26464,0.85988,0.98524,1,0.995,0.96723,0.31246,0.24197,0.79174,0.00111692,0.00111692,0.00111692
448,9683.21,0.27291,0.23491,0.81157,0.98616,1,0.995,0.96797,0.30654,0.23834,0.79055,0.00111494,0.00111494,0.00111494
449,9701.87,0.28945,0.24214,0.83474,0.98215,1,0.995,0.95484,0.30918,0.23829,0.79078,0.00111296,0.00111296,0.00111296
450,9721.74,0.27404,0.2219,0.82871,0.96879,1,0.995,0.95948,0.31873,0.24999,0.79207,0.00111098,0.00111098,0.00111098
451,9742.64,0.27149,0.24024,0.8242,0.94717,1,0.995,0.96415,0.31456,0.25579,0.79365,0.001109,0.001109,0.001109
452,9762.15,0.25941,0.23947,0.83186,0.94702,1,0.995,0.96778,0.2933,0.24262,0.79043,0.00110702,0.00110702,0.00110702
453,9781.43,0.27635,0.23027,0.83423,0.94695,1,0.995,0.96667,0.28936,0.24725,0.79016,0.00110504,0.00110504,0.00110504
454,9800.09,0.25708,0.22442,0.83112,0.94688,1,0.995,0.96125,0.29763,0.24543,0.79524,0.00110306,0.00110306,0.00110306
455,9818.59,0.25638,0.2258,0.82163,0.9469,1,0.995,0.96037,0.30993,0.25759,0.79772,0.00110108,0.00110108,0.00110108
456,9837.58,0.27435,0.21887,0.82773,0.94709,1,0.995,0.96221,0.3119,0.26174,0.79613,0.0010991,0.0010991,0.0010991
457,9858.1,0.26963,0.22657,0.83233,0.9473,1,0.995,0.95453,0.30482,0.24602,0.79411,0.00109712,0.00109712,0.00109712
458,9876.86,0.26969,0.24487,0.83068,0.96388,1,0.995,0.96147,0.30659,0.24805,0.79516,0.00109514,0.00109514,0.00109514
459,9896.12,0.25653,0.21192,0.83639,0.97101,1,0.995,0.971,0.31378,0.25295,0.79509,0.00109316,0.00109316,0.00109316
460,9915.31,0.26853,0.21718,0.8127,0.97491,1,0.995,0.96171,0.31945,0.25684,0.79528,0.00109118,0.00109118,0.00109118
461,9934.1,0.257,0.23198,0.84363,0.983,1,0.995,0.96546,0.32605,0.25806,0.80033,0.0010892,0.0010892,0.0010892
462,9953.25,0.2743,0.22208,0.84956,0.98512,1,0.995,0.95864,0.3345,0.26266,0.80309,0.00108722,0.00108722,0.00108722
463,9972.34,0.26316,0.2231,0.847,0.98689,1,0.995,0.96259,0.3389,0.26524,0.80376,0.00108524,0.00108524,0.00108524
464,9991.22,0.28322,0.23681,0.83763,0.98896,1,0.995,0.96448,0.33395,0.26753,0.80311,0.00108326,0.00108326,0.00108326
465,10009.6,0.26876,0.23985,0.8122,0.98944,1,0.995,0.96492,0.31801,0.26385,0.79925,0.00108128,0.00108128,0.00108128
466,10028.5,0.25357,0.22662,0.8238,0.98706,1,0.995,0.96753,0.30675,0.25372,0.7971,0.0010793,0.0010793,0.0010793
467,10047.6,0.29506,0.23857,0.8545,0.97214,1,0.995,0.96622,0.30054,0.25631,0.798,0.00107732,0.00107732,0.00107732
468,10067.5,0.27671,0.23323,0.82183,0.9725,1,0.99446,0.95946,0.30719,0.26119,0.80056,0.00107534,0.00107534,0.00107534
469,10086,0.28825,0.23122,0.83129,0.96525,1,0.99365,0.95907,0.31254,0.2605,0.80177,0.00107336,0.00107336,0.00107336
470,10106,0.29012,0.24144,0.85777,0.96683,1,0.99365,0.95828,0.31436,0.25758,0.79928,0.00107138,0.00107138,0.00107138
471,10125.3,0.26455,0.22301,0.8267,0.96792,1,0.99365,0.9544,0.31352,0.25749,0.79658,0.0010694,0.0010694,0.0010694
472,10144,0.28219,0.22908,0.82585,0.96893,1,0.99365,0.95369,0.31916,0.24665,0.79703,0.00106742,0.00106742,0.00106742
473,10163.9,0.25887,0.22489,0.83684,0.96928,1,0.99446,0.95486,0.31987,0.25393,0.79906,0.00106544,0.00106544,0.00106544
474,10183.3,0.24108,0.20831,0.85412,0.96815,1,0.99446,0.95095,0.31963,0.25784,0.80359,0.00106346,0.00106346,0.00106346
475,10203.8,0.27621,0.22715,0.83861,0.9669,1,0.99446,0.95266,0.31684,0.26561,0.80795,0.00106148,0.00106148,0.00106148
476,10223.3,0.27576,0.22302,0.83425,0.9729,0.99725,0.99446,0.949,0.31504,0.27499,0.80855,0.0010595,0.0010595,0.0010595
477,10242.7,0.30063,0.24607,0.84666,0.9764,0.97222,0.99446,0.95109,0.32293,0.27374,0.80798,0.00105752,0.00105752,0.00105752
478,10262,0.28184,0.22748,0.83369,0.94606,0.97436,0.99395,0.95305,0.31855,0.27334,0.80669,0.00105554,0.00105554,0.00105554
479,10281.1,0.2906,0.24411,0.83514,0.94648,0.98275,0.99311,0.95127,0.30599,0.27198,0.80343,0.00105356,0.00105356,0.00105356
480,10299.9,0.27078,0.25682,0.82299,0.94657,0.98438,0.99237,0.9575,0.31142,0.26848,0.80487,0.00105158,0.00105158,0.00105158
481,10319.2,0.27289,0.23024,0.83166,0.94702,1,0.99284,0.95578,0.32571,0.28091,0.80876,0.0010496,0.0010496,0.0010496
482,10338.2,0.25411,0.2235,0.81276,0.94709,1,0.99149,0.95039,0.34042,0.28541,0.81069,0.00104762,0.00104762,0.00104762
483,10357.9,0.27388,0.23032,0.83124,0.94724,1,0.98905,0.9424,0.34513,0.27567,0.81019,0.00104564,0.00104564,0.00104564
484,10377.3,0.25938,0.22933,0.81885,0.94869,1,0.98527,0.9377,0.34194,0.27375,0.80763,0.00104366,0.00104366,0.00104366
485,10396.5,0.28777,0.2509,0.83685,0.95025,1,0.98608,0.94601,0.3394,0.28287,0.80463,0.00104168,0.00104168,0.00104168
486,10416,0.26876,0.22566,0.82626,0.95453,1,0.98689,0.94892,0.33249,0.27918,0.80325,0.0010397,0.0010397,0.0010397
487,10435.1,0.24363,0.23208,0.81825,0.9593,1,0.99149,0.9535,0.32702,0.28549,0.80359,0.00103772,0.00103772,0.00103772
488,10454.9,0.28387,0.24132,0.82442,0.95459,1,0.99365,0.95643,0.32017,0.29051,0.80477,0.00103574,0.00103574,0.00103574
489,10474.6,0.26667,0.22232,0.82314,0.95174,1,0.99365,0.95735,0.30861,0.27698,0.80258,0.00103376,0.00103376,0.00103376
490,10494.1,0.28156,0.22628,0.82901,0.94104,1,0.99228,0.95741,0.31067,0.28119,0.80101,0.00103178,0.00103178,0.00103178
491,10513.8,0.25946,0.21942,0.82065,0.94396,1,0.99311,0.95846,0.31453,0.28469,0.79976,0.0010298,0.0010298,0.0010298
492,10532.7,0.26577,0.23734,0.82157,0.96754,1,0.99446,0.96163,0.31088,0.27564,0.79693,0.00102782,0.00102782,0.00102782
493,10552.7,0.25006,0.23069,0.80409,0.98989,1,0.995,0.96108,0.30659,0.25329,0.79163,0.00102584,0.00102584,0.00102584
494,10572.4,0.28386,0.23544,0.84632,0.98643,1,0.995,0.96409,0.30153,0.24654,0.78604,0.00102386,0.00102386,0.00102386
495,10591.8,0.2755,0.24494,0.84115,0.98494,1,0.995,0.96598,0.30442,0.24518,0.78266,0.00102188,0.00102188,0.00102188
496,10611.6,0.25527,0.21869,0.81905,0.98214,1,0.995,0.96336,0.31236,0.25305,0.78375,0.0010199,0.0010199,0.0010199
497,10631.1,0.25372,0.21243,0.80855,0.97751,1,0.995,0.95458,0.32549,0.26146,0.78851,0.00101792,0.00101792,0.00101792
498,10651,0.25051,0.2327,0.80866,0.94716,1,0.995,0.96045,0.32184,0.27047,0.78706,0.00101594,0.00101594,0.00101594
499,10671.1,0.26788,0.23442,0.82879,0.94726,1,0.995,0.95451,0.31772,0.2637,0.78535,0.00101396,0.00101396,0.00101396
500,10691.2,0.25554,0.23214,0.80775,0.95492,1,0.995,0.95737,0.32004,0.26507,0.78491,0.00101198,0.00101198,0.00101198
501,10710.7,0.28791,0.2375,0.8359,0.96098,1,0.995,0.95931,0.3203,0.2675,0.78613,0.00101,0.00101,0.00101
502,10729.5,0.26436,0.22999,0.81928,0.96464,1,0.995,0.95312,0.32255,0.2629,0.78685,0.00100802,0.00100802,0.00100802
