epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4079.66,0.38394,0.32352,0.84715,0.94436,1,0.99151,0.92567,0.38694,0.31842,0.81334,0.00164162,0.00164162,0.00164162
183,4102.76,0.38304,0.32729,0.86157,0.94262,1,0.99151,0.92367,0.37574,0.32657,0.8077,0.00163964,0.00163964,0.00163964
184,4125.73,0.36698,0.31058,0.85857,0.94249,1,0.9845,0.92555,0.34004,0.33684,0.80383,0.00163766,0.00163766,0.00163766
185,4149.19,0.38068,0.32396,0.85924,0.94585,1,0.98473,0.93541,0.32255,0.33614,0.80176,0.00163568,0.00163568,0.00163568
186,4172.54,0.39509,0.32459,0.88229,0.94789,1,0.9877,0.93939,0.3354,0.34002,0.80212,0.0016337,0.0016337,0.0016337
187,4195.65,0.37825,0.33678,0.86723,0.96226,1,0.99284,0.93737,0.33994,0.32724,0.80154,0.00163172,0.00163172,0.00163172
188,4218.88,0.35561,0.30084,0.8355,0.99186,1,0.995,0.93665,0.34423,0.30851,0.80394,0.00162974,0.00162974,0.00162974
189,4242.12,0.36355,0.29591,0.84667,0.9946,1,0.995,0.93563,0.3604,0.32354,0.80775,0.00162776,0.00162776,0.00162776
190,4264.89,0.37313,0.32756,0.85905,0.99629,1,0.995,0.94043,0.37169,0.32339,0.80845,0.00162578,0.00162578,0.00162578
191,4288.32,0.3857,0.30953,0.87069,0.99074,1,0.995,0.94314,0.33967,0.31133,0.80022,0.0016238,0.0016238,0.0016238
192,4311.64,0.36033,0.29782,0.8565,0.97274,0.99146,0.99446,0.93683,0.34691,0.31313,0.80003,0.00162182,0.00162182,0.00162182
193,4334.75,0.38412,0.32354,0.88693,0.94682,1,0.99365,0.93987,0.35277,0.31874,0.80175,0.00161984,0.00161984,0.00161984
194,4357.69,0.36552,0.3127,0.87913,0.94624,1,0.99149,0.92487,0.34273,0.3219,0.79992,0.00161786,0.00161786,0.00161786
195,4381.16,0.36326,0.3069,0.85848,0.94706,1,0.98392,0.92483,0.32902,0.3113,0.79836,0.00161588,0.00161588,0.00161588
196,4404.22,0.3451,0.28949,0.85199,0.94955,1,0.97041,0.91742,0.32638,0.30308,0.79863,0.0016139,0.0016139,0.0016139
197,4427.51,0.35793,0.29506,0.84559,0.94674,1,0.96878,0.91385,0.33372,0.30991,0.79957,0.00161192,0.00161192,0.00161192
198,4451.09,0.33653,0.28879,0.84874,0.94666,1,0.96878,0.90488,0.34631,0.31548,0.80187,0.00160994,0.00160994,0.00160994
199,4474.3,0.35922,0.30281,0.82559,0.94552,1,0.96811,0.9121,0.35328,0.33375,0.80119,0.00160796,0.00160796,0.00160796
200,4497.57,0.37477,0.32553,0.85892,0.9397,1,0.96811,0.92156,0.34961,0.33018,0.79975,0.00160598,0.00160598,0.00160598
201,4520.78,0.35929,0.30198,0.86291,0.94702,0.99317,0.96756,0.89571,0.35482,0.33247,0.80129,0.001604,0.001604,0.001604
202,4544.13,0.34411,0.30293,0.85464,0.94668,1,0.97094,0.90342,0.36174,0.3409,0.80519,0.00160202,0.00160202,0.00160202
203,4567.43,0.34538,0.31078,0.85292,0.94493,1,0.98149,0.91846,0.35111,0.3468,0.80053,0.00160004,0.00160004,0.00160004
204,4590.58,0.33477,0.28911,0.84806,0.97278,0.99276,0.98473,0.94152,0.33384,0.31985,0.79432,0.00159806,0.00159806,0.00159806
205,4613.86,0.3648,0.31714,0.86494,0.96628,1,0.98689,0.92135,0.34246,0.31716,0.80142,0.00159608,0.00159608,0.00159608
206,4637.51,0.34446,0.31276,0.8379,0.95805,1,0.98905,0.92259,0.34972,0.31871,0.8054,0.0015941,0.0015941,0.0015941
207,4660.28,0.35311,0.31179,0.86099,0.96056,1,0.99203,0.92705,0.34718,0.31025,0.80568,0.00159212,0.00159212,0.00159212
208,4683.55,0.36666,0.31537,0.86304,0.96501,1,0.99149,0.92812,0.34866,0.30199,0.80158,0.00159014,0.00159014,0.00159014
209,4706.79,0.35853,0.30491,0.86554,0.96708,1,0.99284,0.93857,0.34518,0.29133,0.79821,0.00158816,0.00158816,0.00158816
210,4729.95,0.36468,0.30444,0.8634,0.96685,1,0.99284,0.93273,0.3578,0.29205,0.79855,0.00158618,0.00158618,0.00158618
211,4752.39,0.35506,0.31276,0.84631,0.96329,1,0.99149,0.9345,0.35284,0.30849,0.80052,0.0015842,0.0015842,0.0015842
212,4775.72,0.34909,0.30541,0.84145,0.96125,1,0.99203,0.91863,0.35783,0.30335,0.80609,0.00158222,0.00158222,0.00158222
213,4799.16,0.36203,0.30684,0.83806,0.96279,1,0.99284,0.93662,0.36531,0.29022,0.81524,0.00158024,0.00158024,0.00158024
214,4823.74,0.35052,0.29936,0.84047,0.96365,1,0.99365,0.92791,0.38854,0.29756,0.82861,0.00157826,0.00157826,0.00157826
215,4848.97,0.36692,0.31595,0.86482,0.96884,0.97222,0.99395,0.93568,0.37952,0.30571,0.82889,0.00157628,0.00157628,0.00157628
216,4872.89,0.34892,0.30671,0.85701,0.98703,0.97222,0.99346,0.9414,0.34581,0.3086,0.81448,0.0015743,0.0015743,0.0015743
217,4896.37,0.35593,0.31295,0.85266,0.98858,1,0.995,0.94936,0.33135,0.29394,0.80525,0.00157232,0.00157232,0.00157232
218,4919.41,0.33092,0.30242,0.85313,0.98632,1,0.995,0.94288,0.34266,0.28217,0.79906,0.00157034,0.00157034,0.00157034
219,4942.48,0.4019,0.32142,0.86241,0.98054,1,0.995,0.94916,0.33429,0.29089,0.79604,0.00156836,0.00156836,0.00156836
220,4965.43,0.35618,0.30119,0.87474,0.96758,1,0.995,0.93996,0.3202,0.28743,0.79461,0.00156638,0.00156638,0.00156638
221,4988.46,0.36506,0.30124,0.86137,0.96389,1,0.99203,0.9383,0.31995,0.29526,0.79804,0.0015644,0.0015644,0.0015644
222,5011.66,0.37569,0.31666,0.85186,0.9644,1,0.99149,0.93735,0.32287,0.30408,0.80259,0.00156242,0.00156242,0.00156242
223,5035.32,0.3641,0.30561,0.85755,0.96665,1,0.99068,0.9518,0.32449,0.30005,0.8071,0.00156044,0.00156044,0.00156044
224,5058.85,0.35467,0.30438,0.85326,0.96679,1,0.99068,0.95581,0.31259,0.30457,0.80545,0.00155846,0.00155846,0.00155846
225,5082.13,0.37396,0.33919,0.86729,0.96769,1,0.99068,0.94859,0.3126,0.28264,0.80242,0.00155648,0.00155648,0.00155648
226,5106.14,0.36142,0.29391,0.85436,0.96793,1,0.99284,0.95103,0.33987,0.2797,0.80154,0.0015545,0.0015545,0.0015545
227,5130.4,0.36967,0.30762,0.87968,0.96851,1,0.99284,0.95791,0.35991,0.2878,0.80153,0.00155252,0.00155252,0.00155252
228,5154.09,0.35767,0.28734,0.83598,0.96906,1,0.99203,0.95764,0.34058,0.28809,0.79927,0.00155054,0.00155054,0.00155054
229,5177.39,0.35257,0.31456,0.88487,0.97293,0.99831,0.99284,0.95188,0.33204,0.28989,0.80344,0.00154856,0.00154856,0.00154856
230,5200.53,0.34291,0.27896,0.84754,0.97066,0.97222,0.99395,0.94122,0.34395,0.28816,0.80969,0.00154658,0.00154658,0.00154658
231,5224.31,0.32667,0.28501,0.84539,0.97129,0.97222,0.99395,0.93361,0.37177,0.29625,0.81791,0.0015446,0.0015446,0.0015446
232,5249.14,0.34605,0.28521,0.83606,0.97018,0.97222,0.99395,0.94096,0.367,0.30424,0.82192,0.00154262,0.00154262,0.00154262
233,5271.63,0.36642,0.30011,0.85356,0.94733,0.9992,0.99311,0.94545,0.36877,0.29769,0.82606,0.00154064,0.00154064,0.00154064
234,5293.8,0.35906,0.29605,0.85816,0.94589,1,0.99228,0.93912,0.36786,0.3032,0.82761,0.00153866,0.00153866,0.00153866
235,5316.26,0.34058,0.28935,0.85979,0.97289,0.99681,0.99284,0.9321,0.37774,0.30247,0.82796,0.00153668,0.00153668,0.00153668
236,5338.12,0.36856,0.29323,0.86759,0.9729,0.99731,0.99149,0.9348,0.37498,0.30919,0.82306,0.0015347,0.0015347,0.0015347
237,5360.41,0.33916,0.28945,0.84771,0.94528,1,0.99006,0.93857,0.35098,0.31398,0.8129,0.00153272,0.00153272,0.00153272
238,5383.82,0.35258,0.30396,0.86463,0.9451,1,0.99145,0.93864,0.34801,0.30435,0.8071,0.00153074,0.00153074,0.00153074
239,5406.97,0.36143,0.29026,0.87638,0.97277,0.99263,0.99284,0.94447,0.33974,0.2929,0.80368,0.00152876,0.00152876,0.00152876
240,5429.5,0.3357,0.27697,0.83256,0.96001,1,0.99365,0.94951,0.33246,0.27462,0.80361,0.00152678,0.00152678,0.00152678
241,5452.04,0.33991,0.29947,0.84061,0.97286,0.99597,0.99446,0.94848,0.33937,0.27403,0.80484,0.0015248,0.0015248,0.0015248
242,5475.33,0.35567,0.30489,0.87693,0.9728,0.99373,0.99365,0.93802,0.35081,0.2803,0.80784,0.00152282,0.00152282,0.00152282
243,5498.44,0.3382,0.28167,0.83723,0.94569,1,0.99311,0.94344,0.34747,0.28709,0.80362,0.00152084,0.00152084,0.00152084
244,5521.88,0.33548,0.28811,0.84639,0.96273,1,0.99284,0.94551,0.34779,0.28686,0.8013,0.00151886,0.00151886,0.00151886
245,5545.56,0.33544,0.28997,0.84888,0.95693,1,0.99284,0.93623,0.34194,0.27844,0.80282,0.00151688,0.00151688,0.00151688
246,5569.58,0.33026,0.27995,0.83907,0.97033,1,0.99284,0.94969,0.33731,0.27455,0.80185,0.0015149,0.0015149,0.0015149
247,5593.5,0.32113,0.27519,0.84426,0.96571,1,0.99284,0.94923,0.32669,0.27028,0.80064,0.00151292,0.00151292,0.00151292
248,5616.78,0.33754,0.29616,0.86001,0.96266,1,0.99284,0.94049,0.33903,0.28229,0.80326,0.00151094,0.00151094,0.00151094
249,5640.33,0.33706,0.27711,0.85583,0.96515,1,0.99284,0.94284,0.348,0.2745,0.80654,0.00150896,0.00150896,0.00150896
250,5664.18,0.34325,0.28526,0.84306,0.94235,1,0.99228,0.94175,0.34887,0.28088,0.80776,0.00150698,0.00150698,0.00150698
251,5688.14,0.35587,0.30282,0.84967,0.9672,1,0.995,0.94615,0.34256,0.26199,0.80324,0.001505,0.001505,0.001505
252,5711.46,0.33915,0.27688,0.85685,0.9715,1,0.995,0.94662,0.32885,0.26646,0.79843,0.00150302,0.00150302,0.00150302
253,5736,0.3226,0.27325,0.83894,0.97427,1,0.995,0.95192,0.32441,0.26993,0.79383,0.00150104,0.00150104,0.00150104
254,5760.01,0.35725,0.30893,0.85856,0.97247,1,0.995,0.95321,0.32695,0.26598,0.79376,0.00149906,0.00149906,0.00149906
255,5783.44,0.34945,0.2954,0.82246,0.97196,1,0.995,0.95164,0.31656,0.28564,0.79359,0.00149708,0.00149708,0.00149708
256,5806.91,0.32309,0.28742,0.84639,0.96964,1,0.995,0.95125,0.32008,0.28883,0.7983,0.0014951,0.0014951,0.0014951
257,5830.59,0.33231,0.27369,0.8348,0.96386,1,0.995,0.95416,0.31731,0.28861,0.79633,0.00149312,0.00149312,0.00149312
258,5854.38,0.32659,0.27489,0.8669,0.96497,1,0.995,0.94331,0.34916,0.29019,0.80022,0.00149114,0.00149114,0.00149114
259,5878.24,0.32055,0.26217,0.83946,0.97286,0.9959,0.99446,0.93783,0.37066,0.30455,0.80285,0.00148916,0.00148916,0.00148916
260,5903.13,0.35514,0.30048,0.88242,0.97272,0.99066,0.99446,0.94069,0.34829,0.29201,0.80037,0.00148718,0.00148718,0.00148718
261,5927.17,0.36764,0.30054,0.83323,0.98395,0.97222,0.99395,0.9289,0.34025,0.28912,0.79808,0.0014852,0.0014852,0.0014852
262,5950.95,0.3645,0.3094,0.85125,0.99062,1,0.995,0.93148,0.35051,0.29945,0.79828,0.00148322,0.00148322,0.00148322
263,5974.74,0.34152,0.28054,0.84727,0.99168,1,0.995,0.94496,0.35739,0.30327,0.79942,0.00148124,0.00148124,0.00148124
264,5998.44,0.35538,0.30828,0.8526,0.96086,1,0.99284,0.94777,0.34759,0.30148,0.79757,0.00147926,0.00147926,0.00147926
265,6022.43,0.33429,0.28742,0.82728,0.95728,1,0.99203,0.94919,0.34545,0.31758,0.7966,0.00147728,0.00147728,0.00147728
266,6045.92,0.31615,0.26837,0.84373,0.95195,1,0.99365,0.93573,0.35175,0.31507,0.79942,0.0014753,0.0014753,0.0014753
267,6069.34,0.35645,0.29661,0.85478,0.95032,1,0.995,0.92613,0.35849,0.31328,0.80051,0.00147332,0.00147332,0.00147332
268,6093.03,0.31134,0.28762,0.83315,0.95636,1,0.995,0.92864,0.3602,0.31329,0.80091,0.00147134,0.00147134,0.00147134
269,6116.99,0.32406,0.27692,0.84933,0.96232,1,0.995,0.93821,0.3589,0.29558,0.80105,0.00146936,0.00146936,0.00146936
270,6141.27,0.32145,0.2607,0.83817,1,0.99262,0.995,0.93772,0.35514,0.28882,0.80494,0.00146738,0.00146738,0.00146738
271,6168.8,0.30612,0.26506,0.84875,0.96402,0.97222,0.99311,0.94466,0.34576,0.29237,0.81067,0.0014654,0.0014654,0.0014654
272,6195.59,0.34087,0.29607,0.84027,0.96959,0.97222,0.99346,0.94551,0.33767,0.29871,0.81385,0.00146342,0.00146342,0.00146342
273,6220.72,0.35244,0.28028,0.8707,0.96847,0.97222,0.99346,0.93727,0.3449,0.3048,0.81175,0.00146144,0.00146144,0.00146144
274,6241.83,0.3186,0.26596,0.82834,0.97208,0.96732,0.99217,0.92471,0.36114,0.29444,0.80973,0.00145946,0.00145946,0.00145946
275,6263.33,0.33517,0.2764,0.82776,0.96862,0.97222,0.99346,0.93876,0.34994,0.2813,0.80141,0.00145748,0.00145748,0.00145748
276,6284.72,0.33,0.28682,0.83771,0.97235,0.97687,0.99446,0.9512,0.33977,0.27383,0.7999,0.0014555,0.0014555,0.0014555
277,6306.57,0.34213,0.2903,0.83701,0.99079,0.97222,0.99446,0.94985,0.33946,0.2735,0.80202,0.00145352,0.00145352,0.00145352
278,6328.05,0.34845,0.29716,0.84489,0.98866,1,0.995,0.95075,0.34794,0.26887,0.8037,0.00145154,0.00145154,0.00145154
279,6349.27,0.30514,0.27718,0.82709,0.94554,1,0.99228,0.93953,0.35517,0.27993,0.81127,0.00144956,0.00144956,0.00144956
280,6370.57,0.35786,0.28902,0.84633,0.94581,1,0.99311,0.95496,0.33543,0.28275,0.81005,0.00144758,0.00144758,0.00144758
281,6392.06,0.31059,0.26258,0.82754,1,0.96749,0.99395,0.95498,0.33914,0.26862,0.81513,0.0014456,0.0014456,0.0014456
282,6413.34,0.32425,0.27756,0.8455,1,0.96399,0.99395,0.95498,0.34183,0.26812,0.81438,0.00144362,0.00144362,0.00144362
283,6434.67,0.34977,0.28429,0.87816,0.9729,0.99728,0.99446,0.94176,0.35947,0.26489,0.81245,0.00144164,0.00144164,0.00144164
284,6456.12,0.31251,0.27028,0.86003,0.9707,1,0.99446,0.94088,0.35326,0.26227,0.80543,0.00143966,0.00143966,0.00143966
285,6477.3,0.28604,0.26194,0.81943,0.99685,1,0.995,0.94781,0.34004,0.24896,0.79732,0.00143768,0.00143768,0.00143768
286,6498.73,0.34532,0.27914,0.84418,0.99509,1,0.995,0.94946,0.33507,0.24336,0.79379,0.0014357,0.0014357,0.0014357
287,6519.89,0.32832,0.26231,0.85485,0.99804,1,0.995,0.94269,0.35639,0.25319,0.79497,0.00143372,0.00143372,0.00143372
288,6540.62,0.33244,0.28216,0.84877,1,0.99605,0.995,0.93598,0.35588,0.26728,0.79791,0.00143174,0.00143174,0.00143174
289,6562.01,0.35185,0.28884,0.86184,1,0.99267,0.995,0.94554,0.33957,0.26792,0.79725,0.00142976,0.00142976,0.00142976
290,6583.21,0.32409,0.27539,0.83961,1,0.99397,0.995,0.94489,0.32832,0.27121,0.79433,0.00142778,0.00142778,0.00142778
291,6604.62,0.3077,0.25749,0.80958,1,0.99201,0.995,0.95195,0.32168,0.26583,0.79308,0.0014258,0.0014258,0.0014258
292,6626.09,0.33493,0.27501,0.83761,0.96883,1,0.99446,0.93526,0.32089,0.27234,0.79477,0.00142382,0.00142382,0.00142382
293,6648.22,0.34009,0.27358,0.83793,0.97071,1,0.99446,0.93771,0.33314,0.27813,0.79715,0.00142184,0.00142184,0.00142184
294,6669.44,0.323,0.27508,0.83762,0.97294,1,0.99446,0.95575,0.3172,0.27671,0.79276,0.00141986,0.00141986,0.00141986
295,6690.77,0.31587,0.26774,0.84881,1,0.99689,0.995,0.95181,0.30635,0.27273,0.7921,0.00141788,0.00141788,0.00141788
296,6710.35,0.32538,0.27036,0.82652,0.99156,1,0.995,0.9512,0.31853,0.26643,0.79384,0.0014159,0.0014159,0.0014159
297,6729.19,0.33212,0.27244,0.83918,1,0.99072,0.995,0.94101,0.32796,0.27243,0.79484,0.00141392,0.00141392,0.00141392
298,6747.88,0.31702,0.26811,0.81874,0.98935,0.97222,0.99395,0.94708,0.31981,0.27253,0.792,0.00141194,0.00141194,0.00141194
299,6767.16,0.29629,0.25502,0.82598,0.98323,0.97222,0.99395,0.95666,0.30793,0.26375,0.79038,0.00140996,0.00140996,0.00140996
300,6786.34,0.33229,0.26977,0.86091,0.94554,1,0.99395,0.95517,0.32434,0.26725,0.8018,0.00140798,0.00140798,0.00140798
301,6805.65,0.33429,0.27363,0.8329,0.96212,0.97222,0.99395,0.94143,0.34001,0.28487,0.80849,0.001406,0.001406,0.001406
302,6824.38,0.32538,0.2668,0.83634,0.95783,0.97222,0.99346,0.93117,0.36045,0.29229,0.81415,0.00140402,0.00140402,0.00140402
303,6843.33,0.33097,0.25719,0.84587,0.95429,0.97222,0.99346,0.9364,0.36991,0.28674,0.81387,0.00140204,0.00140204,0.00140204
304,6862.47,0.33902,0.28208,0.84584,0.96136,0.97222,0.99346,0.94682,0.34147,0.27686,0.80784,0.00140006,0.00140006,0.00140006
305,6881.99,0.31335,0.26879,0.84606,0.94721,0.99696,0.99395,0.94822,0.33232,0.27578,0.80484,0.00139808,0.00139808,0.00139808
306,6901.91,0.34761,0.26596,0.86173,0.94638,0.98066,0.99311,0.94128,0.33578,0.27803,0.80509,0.0013961,0.0013961,0.0013961
307,6920.43,0.3635,0.28724,0.85085,0.94675,1,0.995,0.93043,0.35763,0.28638,0.80935,0.00139412,0.00139412,0.00139412
308,6940.28,0.37964,0.2949,0.88394,0.97521,1,0.995,0.92189,0.38122,0.29606,0.81166,0.00139214,0.00139214,0.00139214
309,6959.87,0.33642,0.27834,0.85203,0.97878,0.97222,0.99446,0.93051,0.36063,0.29555,0.80573,0.00139016,0.00139016,0.00139016
310,6979.12,0.32405,0.26571,0.8541,0.97235,0.97682,0.99446,0.94821,0.32561,0.28034,0.79757,0.00138818,0.00138818,0.00138818
311,6999.36,0.33264,0.26789,0.84038,0.97245,0.98058,0.99446,0.94824,0.33218,0.2815,0.79605,0.0013862,0.0013862,0.0013862
312,7019.25,0.31954,0.26166,0.84451,0.98283,0.97222,0.99395,0.93755,0.33545,0.29565,0.79389,0.00138422,0.00138422,0.00138422
313,7038.89,0.29146,0.2527,0.82834,0.98578,0.97222,0.99395,0.94097,0.33049,0.2942,0.79273,0.00138224,0.00138224,0.00138224
314,7058.25,0.30733,0.25748,0.84596,0.94679,0.98871,0.99311,0.93514,0.32741,0.29255,0.7933,0.00138026,0.00138026,0.00138026
315,7077.96,0.32721,0.28215,0.82861,0.93373,1,0.99237,0.93635,0.31865,0.29363,0.79512,0.00137828,0.00137828,0.00137828
316,7098.75,0.2968,0.24139,0.84393,0.94032,1,0.99237,0.94575,0.3205,0.29566,0.79657,0.0013763,0.0013763,0.0013763
317,7119.27,0.32899,0.27183,0.85098,0.97272,0.99065,0.99446,0.95129,0.33182,0.29234,0.79782,0.00137432,0.00137432,0.00137432
318,7138.62,0.3061,0.24729,0.82997,0.96724,1,0.99446,0.94947,0.33226,0.29161,0.79827,0.00137234,0.00137234,0.00137234
319,7157.79,0.29742,0.25106,0.84276,0.96742,1,0.99446,0.95614,0.31936,0.28423,0.79764,0.00137036,0.00137036,0.00137036
320,7176.4,0.31412,0.2619,0.83634,0.96437,1,0.99365,0.96606,0.3124,0.27614,0.79491,0.00136838,0.00136838,0.00136838
321,7195.63,0.34802,0.29063,0.87569,0.96735,1,0.99365,0.95572,0.33323,0.27984,0.79894,0.0013664,0.0013664,0.0013664
322,7214.74,0.30548,0.25883,0.83961,0.9728,0.99344,0.99365,0.94461,0.32813,0.28045,0.79862,0.00136442,0.00136442,0.00136442
323,7234.12,0.32059,0.28717,0.84529,0.97202,0.97222,0.99395,0.95764,0.32837,0.28049,0.79776,0.00136244,0.00136244,0.00136244
324,7254.73,0.34209,0.28044,0.8392,0.98156,0.97222,0.99395,0.95699,0.32748,0.2749,0.79587,0.00136046,0.00136046,0.00136046
325,7274.95,0.29171,0.2421,0.84544,0.98518,0.97222,0.99395,0.95218,0.32196,0.27746,0.79371,0.00135848,0.00135848,0.00135848
326,7294.71,0.31542,0.25762,0.85912,0.97763,0.97222,0.99446,0.96442,0.32259,0.28334,0.79071,0.0013565,0.0013565,0.0013565
327,7314.44,0.31479,0.2667,0.83351,1,0.9995,0.995,0.95352,0.32317,0.27046,0.7888,0.00135452,0.00135452,0.00135452
328,7334.13,0.3122,0.25914,0.84093,0.98668,1,0.995,0.95457,0.32545,0.26192,0.78779,0.00135254,0.00135254,0.00135254
329,7354.13,0.30036,0.25202,0.81864,0.98594,1,0.995,0.96132,0.32624,0.26259,0.78692,0.00135056,0.00135056,0.00135056
330,7373.78,0.31468,0.26832,0.82664,0.98643,1,0.995,0.95155,0.33342,0.26101,0.78993,0.00134858,0.00134858,0.00134858
331,7393.18,0.32851,0.26634,0.84832,0.97959,1,0.995,0.95386,0.32842,0.26253,0.79201,0.0013466,0.0013466,0.0013466
332,7413.47,0.3232,0.27506,0.83963,0.962,1,0.995,0.95504,0.32813,0.28794,0.79682,0.00134462,0.00134462,0.00134462
333,7436.34,0.30305,0.26893,0.83449,0.95495,1,0.99365,0.9557,0.33348,0.28741,0.79878,0.00134264,0.00134264,0.00134264
334,7455.9,0.32042,0.25166,0.85769,0.95596,1,0.99284,0.95585,0.33013,0.27638,0.79685,0.00134066,0.00134066,0.00134066
335,7474.1,0.30369,0.2521,0.84315,0.94267,1,0.99149,0.9664,0.31675,0.28649,0.79232,0.00133868,0.00133868,0.00133868
336,7492.99,0.30647,0.26041,0.84332,0.92989,1,0.99149,0.95007,0.31543,0.29526,0.79157,0.0013367,0.0013367,0.0013367
337,7511.23,0.30706,0.26081,0.82656,0.92228,1,0.99203,0.95855,0.32118,0.29921,0.79343,0.00133472,0.00133472,0.00133472
338,7529.43,0.30597,0.256,0.84106,0.92162,1,0.99284,0.95017,0.33299,0.29972,0.79543,0.00133274,0.00133274,0.00133274
339,7547.71,0.30899,0.26173,0.83247,0.92076,1,0.99203,0.94275,0.34959,0.30968,0.79678,0.00133076,0.00133076,0.00133076
340,7566.25,0.31363,0.25994,0.8369,0.92165,1,0.99228,0.94817,0.33465,0.2958,0.79403,0.00132878,0.00132878,0.00132878
341,7585.42,0.33632,0.28268,0.86071,0.94035,1,0.99284,0.96333,0.31612,0.28645,0.79206,0.0013268,0.0013268,0.0013268
342,7604.01,0.32102,0.27153,0.85139,0.94189,1,0.99079,0.95948,0.32009,0.28671,0.79454,0.00132482,0.00132482,0.00132482
343,7622.08,0.32439,0.25992,0.8422,0.93901,1,0.99079,0.94238,0.32744,0.2901,0.79564,0.00132284,0.00132284,0.00132284
344,7640.6,0.30452,0.25527,0.82831,0.92739,1,0.99237,0.95004,0.32457,0.28736,0.79579,0.00132086,0.00132086,0.00132086
345,7659.11,0.29194,0.24219,0.82074,0.94591,1,0.99446,0.95218,0.32746,0.28203,0.79575,0.00131888,0.00131888,0.00131888
346,7678.29,0.29108,0.24549,0.84013,0.96837,1,0.995,0.96885,0.31714,0.26957,0.79624,0.0013169,0.0013169,0.0013169
347,7697.18,0.33074,0.25892,0.84409,0.96983,1,0.995,0.95822,0.32028,0.26784,0.7986,0.00131492,0.00131492,0.00131492
348,7715.86,0.28485,0.2488,0.82236,0.96901,1,0.995,0.96327,0.32732,0.27549,0.79884,0.00131294,0.00131294,0.00131294
349,7735.74,0.29032,0.24558,0.84226,0.96701,1,0.995,0.96122,0.31887,0.27734,0.7957,0.00131096,0.00131096,0.00131096
350,7755.8,0.29143,0.26304,0.84489,0.96163,1,0.995,0.96883,0.3093,0.27698,0.79261,0.00130898,0.00130898,0.00130898
351,7775.31,0.30873,0.25162,0.82771,0.94995,1,0.995,0.97143,0.29701,0.2749,0.79285,0.001307,0.001307,0.001307
352,7795.2,0.29909,0.24804,0.83776,0.94563,1,0.995,0.97544,0.29182,0.28594,0.79046,0.00130502,0.00130502,0.00130502
353,7815.25,0.30599,0.26076,0.84088,0.94357,1,0.99365,0.9643,0.30111,0.28583,0.78955,0.00130304,0.00130304,0.00130304
354,7834.13,0.27825,0.23971,0.81781,0.9385,1,0.99284,0.96227,0.30782,0.28399,0.78781,0.00130106,0.00130106,0.00130106
355,7854.45,0.3078,0.26035,0.86105,0.93984,1,0.99284,0.96671,0.30676,0.27649,0.78642,0.00129908,0.00129908,0.00129908
356,7874.34,0.30353,0.25669,0.82042,0.96352,1,0.99365,0.96702,0.31637,0.2723,0.78725,0.0012971,0.0012971,0.0012971
357,7894.06,0.3127,0.2523,0.84368,0.96575,1,0.995,0.96321,0.33153,0.27375,0.79204,0.00129512,0.00129512,0.00129512
358,7914.25,0.31418,0.27025,0.84445,0.97125,1,0.995,0.95413,0.34075,0.26695,0.79474,0.00129314,0.00129314,0.00129314
359,7934.08,0.32671,0.26465,0.8483,0.98478,1,0.995,0.95818,0.32796,0.25363,0.79257,0.00129116,0.00129116,0.00129116
360,7953.25,0.31262,0.25779,0.84876,0.98753,1,0.995,0.95837,0.31549,0.25363,0.79182,0.00128918,0.00128918,0.00128918
361,7972.43,0.30045,0.25706,0.8449,0.99037,1,0.995,0.96534,0.31642,0.25784,0.79283,0.0012872,0.0012872,0.0012872
362,7992.26,0.32864,0.2755,0.82613,0.98765,0.97222,0.99446,0.96385,0.32675,0.25015,0.79571,0.00128522,0.00128522,0.00128522
363,8012.82,0.29497,0.2487,0.82905,0.9836,0.97222,0.99346,0.95101,0.33862,0.25763,0.79661,0.00128324,0.00128324,0.00128324
364,8032.19,0.31533,0.26574,0.82851,0.97859,0.97222,0.99346,0.95739,0.33779,0.26245,0.79546,0.00128126,0.00128126,0.00128126
365,8050.83,0.28874,0.24466,0.81007,0.97213,0.97222,0.99395,0.9561,0.30843,0.25831,0.79104,0.00127928,0.00127928,0.00127928
366,8069.2,0.32124,0.26928,0.85776,0.97069,0.97222,0.99395,0.95509,0.2956,0.25618,0.78932,0.0012773,0.0012773,0.0012773
367,8088.14,0.30339,0.24895,0.84312,0.97283,0.99477,0.99446,0.9602,0.30504,0.25488,0.7891,0.00127532,0.00127532,0.00127532
368,8106.1,0.29561,0.25806,0.8356,0.97043,1,0.995,0.95592,0.31301,0.26101,0.79053,0.00127334,0.00127334,0.00127334
369,8124.94,0.31985,0.25346,0.83215,0.9716,1,0.995,0.95804,0.30728,0.25508,0.79029,0.00127136,0.00127136,0.00127136
370,8143.84,0.31473,0.25652,0.85331,0.97233,1,0.995,0.96203,0.30026,0.24276,0.78911,0.00126938,0.00126938,0.00126938
371,8162.62,0.29941,0.25305,0.82794,0.97651,1,0.995,0.96238,0.28704,0.23597,0.78567,0.0012674,0.0012674,0.0012674
372,8182.57,0.29236,0.23664,0.81574,0.98048,1,0.995,0.96483,0.29154,0.22991,0.78529,0.00126542,0.00126542,0.00126542
